View,Name of Firm,Trade Name,unknown,unknown,"Address, line 1","Address, line 2",City,State,Zip,Capabilities Narrative,Accepts Credit Card?,CAGE Code,Congr. Dist.,County Code,DUNS Number,Fiscal Year Ends,In SAM?,Incorp. Country,Main/Branch,Metro Stat Area,WWW Page URL,Year Established,8(a) Entrance Date,8(a) Exit Date,HUBZone Certification Date,HUBZone Exit Date,Legal Structure,SDB Entrance Date,SDB Exit Date,unknown,unknown,Special Equipment/Materials,"NAICS, All (for which firm is small)"
351,"Timberlake Ventures, Inc. ",ToxPlanet ,Judy N Martin,,19943 Catamaran Ct ,,Cornelius,NC,28031-6220,,Yes,7F0L6,9,119,79844061,1201,Y,USA,Main,1520,www.toxplanet.com,2015,,,,,,,,,,,
352,"W.K. DICKSON & CO., INC.",,DAN  DAWSON,,616 COLONNADE DR,,CHARLOTTE,NC,28205-6827,,Yes,0KY74,12,119,25639949,1201,Y,USA,Main,1520,http://www.wkdickson.com,1929,,,,,,,,,,,
353,NLA Diagnostics LLC ,,WILLIAM R WEBSTER,,2359 PERIMETER POINTE PKWY STE 275 ,,CHARLOTTE,NC,28208-6835,,No,5HVR3,12,119,830796509,1201,Y,USA,Main,1520,http://www.nladiagnostics.com,2009,,,,,LL,,,"non destructive test, composite materials, dis-bonds, delaminations, heat damage, crush damage",,,
354,KAG1 Incorporated ,Keith F. Anderson ,Archie Smith,,6232 Underwood Ave ,,Charlotte,NC,28213-3869,"KAG is a Supply Chain Solutions enterprise that distributes components, provides services consulting,contract management and delivery assurance. Distribution includes Electrical Components, Fasteners, Cable Assemblies, and complex machined components.",Yes,6V7R2,12,119,78722632,1201,Y,USA,Main,1520,,2012,,,,,,,,"Electrical, Aerospace, Cable, Fasteners, Hardware, Circuit Breakers, Switches, Indicator, PLC, Rivet, Screw",,,
355,Cousar Heat and Air ,,Derek Cousar,,7007 Crossridge Rd ,,Charlotte,NC,28214-2215,,No,7E3Q2,9,119,968832886,1201,Y,USA,Main,1520,,2000,,,,,,,,,,,
356,Metrix Global Corporation ,Metrix ,Shereka S Rowell,,5715 Westpark Dr  Ste 105 ,,Charlotte,NC,28217-5664,Global Business Process Outsourcing Provider,Yes,786N8,12,119,29435797,1201,Y,USA,Main,1520,www.metrix.global,2012,,,,,SC,,,"Outsourcing, Contact Center",,,
357,"Sylvan Consulting, L.L.C. ",,Jennifer A Sylvan,,9326 Penshurst Trace ,,CHARLOTTE,NC,28210-7711,,No,7EKM1,9,119,79864043,901,Y,USA,Main,1520,,2015,,,,,LL,,,,,,
358,"Intelligent Buildings, LLC ",,TOM  SHIRCLIFF,,6201 Fairview Rd Ste 310 ,,Charlotte,NC,28210-4274,,No,5GSD3,9,119,178587163,1201,Y,USA,Main,1520,www.intelligentbuildings.com,2003,,,,,LL,,,,,,
359,BWC Trucking Inc. ,,DARRYL White,,4915 Mcalpine Ln Ste 120 ,,Charlotte,NC,28212-8547,,No,7D9G8,12,119,79767949,1201,Y,USA,Main,1520,,2015,,,,,,,,,,,
360,"MIDTOWN AREA PARTNERS, LLC ",,CELESTE MARCONE,,1300 Baxter St Ste 270 ,,Charlotte,NC,28204-3802,,No,678D2,9,119,965512580,1201,Y,USA,Main,1520,,2010,,,,,LL,,,,,,
361,"Laurene, Rickher & Sorrell, P.C. ",,Lisa Rickher,,8701 Red Oak Blvd Ste 500 ,,Charlotte,NC,28217-2992,,No,714H4,12,119,153877584,1201,Y,USA,Main,1520,,1985,,,,,,,,Structural Eng.,,,
362,GELBACH DESIGNS INC,,KEN  GELBACH,,808 TUCKASEEGEE RD,,CHARLOTTE,NC,28208-4435,Gelbach Designs has been providing design and fabrication services for 25 years. From small pop-up displays to intricate television studio backdrops and scenery. From spectacular custom trade show exhibits to eye-catching booth and set rentals .,Yes,4TSN1,12,119,624354007,1201,Y,USA,Main,1520,www.gelbachdesigns.com,1994,,,,,SC,,,"design, production services, scenery, backdrops, trade show exhibits, museum exhibits, retail displays, showrooms, film sets, stage sets, broadcast sets, studio sets, television studio, television sets, installation, transportation, storage, rentals",graphics,"Solvent Printers 8ft wide, CNC Routing, Metal Fabrication, Exhibit and Set Design Service, Millwork Shop, Exhibit Storage, Installation",
363,"HUMAN RESOLUTIONS, INC.",,Dan T Pierce,,3638 NANCY CREEK RD,,CHARLOTTE,NC,28270-0446,,Yes,6DQE8,9,119,38262202,1201,Y,USA,Main,1520,http://www.humanresolutions.com,2008,,,,,SC,,,,,,
364,American Scale Co Inc ,,Mike R Walton,,7231 Cove Creek Dr ,,Charlotte,NC,28215-1854,"Sell, service and calibration services for any and all industrial and commercial weighing systems. We can provide repair and calibrations to all scales from Rail scales to lab scales.",Yes,1MGX3,12,119,83734694,1201,Y,USA,Main,1520,,1998,,,,,,,,"Industrial, calibration, service, scale, repair, maintenance, Toledo, Fairbanks, Emery Winslow, Rice Lake, Thurman, weights, test",,,
365,"HHLP CHARLOTTE ASSOCIATES, LLC",HYATT SUMMERFIELD SUITES- CHARLOTTE,SANDI  MILLSTEIN,,4920 S TRYON ST,,CHARLOTTE,NC,28217-2404,,Yes,52YK1,12,119,826362340,1201,Y,USA,Main,1520,,2007,,,,,,,,,,,
366,"Advantec Global Services, Inc ",,Keith Bright,,301 E John St Ste 182 ,,Matthews,NC,28106-4208,Advantec Global Services Inc. has been providing solid technical solutions to organizations worldwide for over 20 years. Our team works with our clients to assist them in choosing the right technology for their specific business needs and challenges.,Yes,1G4K8,9,119,835108291,1201,Y,USA,Main,1520,http://www.advantecgov.us,1994,,,,,,,,"Training, Consulting, Sales, Citrix, Microsoft, VMWare, Cisco, triCerat, AppSense",,,
367,DE WALKER & EDISON FOARD ,,DERRICK  WALKER,,5017 SIRUS LN STE A ,,CHARLOTTE,NC,28208-6312,,Yes,70NB1,12,119,79194646,1201,Y,USA,Main,1520,,2013,3/3/2014,3/3/2016,,,LL,,,JV,,,
368,Manna Handyman ,,Lawrenson Nicholas,,3030 Willamette Valley Dr ,,Charlotte,NC,28215-7799,,No,7A8Y9,12,119,788596471,1201,Y,USA,Main,1520,www.mannasservices.com,2007,,,,,,,,,,,
369,Janiyah Shoe Forum ,,Alkesha Sneed,,"8021 Andover Creek Dr, Unit 1922 ",,Charlotte,NC,28210-3912,,No,766J1,12,119,191225809,1201,Y,USA,Main,1520,,2006,,,,,LL,,,,,,
370,EASTWAY CROSSING II-CHARLOTTE LLC,,MARGARET RAILEY RAILEY,,6525 MORRISON BLVD STE 212,,CHARLOTTE,NC,28211-3561,,No,5USY5,9,119,808590934,1201,Y,USA,Main,1520,,2007,,,,,LL,,,,,,
371,"AVIATION METALS OF NORTH CAROLINA, INC.",,JIM  Contes,,5523A LAKEVIEW RD,,CHARLOTTE,NC,28269-2600,"Distributor of aircraft metals including aluminum, stainless & alloy steels, brass, bronze, copper (including beryllium), nickel (including Inconel), titanium, & tungsten in forms such as sheet/plate, rod/bar, tubing, extrusions, forgings, and castings.",Yes,2U770,12,119,113343230,1201,Y,USA,Main,1520,http://www.aviationmetals.net,1976,,,,,,,,Aircraft Metals,,"Value added services include cutting to size, heat treating, chem-milling, gun-drilling, trepanning, grinding, matieral testing, PVC protective coating, and AOG/export packaging",
372,POOL DESIGN CONSULTANTS INC,,GARY  ALDEN,,5946 MILLBURY CT,,CHARLOTTE,NC,28211-4659,"Pool Design Consultants, Inc. is an independent pool forensics, design and construction administration firm. Perform and provide feasiblity studies, forensic studies, sealed construction documents, construction admnistration and post construction services",Yes,5FGS8,9,119,124474979,1201,Y,USA,Main,1520,http://www.pooldesignconsultants.com,1997,,,,,SC,,,"aquatic design, pool design, swimming pool, training pool, pool renovation, play pool, spa, competition pool, recreation pool, fitness center pool, natatorium, therapy pool, water park, splash pad, special use pool",,,
373,BRUCE AIR FILTER COMPANY LLC,,AARON  M SMITH,,2619 WEST BLVD,,CHARLOTTE,NC,28208-6705,"Distributor, manufacturer, service of commercial and industrial air filters and all filtration products.",Yes,32YB0,12,119,130703754,1201,Y,USA,Main,1520,,1983,,,9/21/2005,9/21/2009,LL,,,Bruce Air address,,,
374,"Copy Service And Supply, Inc. ",,MARK TAYLOR,,13245 REESE BLVD W STE 130 ,,HUNTERSVILLE,NC,28078-6349,,Yes,324V0,9,119,61131009,1201,Y,USA,Main,1520,http://www.carolinaos.com,1982,,,,,,,,,,,
375,CLEANITAL LLC ,,Ed Henderson,,718 MONTANA DR STE G ,,CHARLOTTE,NC,28216-3992,,Yes,7AVE7,12,119,79673217,1201,Y,USA,Main,1520,,2013,,,,,LL,,,,,,
376,"Tahill, Inc. ",,Hillis Haygood,,8514 Corolla Lane ,,Charlotte,NC,28277-1409,,Yes,78PS7,9,119,79551952,1201,Y,USA,Main,1520,,2012,,,,,,,,,,,
377,"POTTER CONSTRUCTION SERVICES, INC.",,Josh Benton,,1001 PALMER PLAZA LN,,CHARLOTTE,NC,28211-1185,We specialize in renovations to commercial/retail buildings.,No,6HYJ1,12,119,962855461,1201,Y,USA,Main,1520,,2008,,,,,SC,,,renovations,,,
378,"TNV, INC.",TRUTEGRA,JOE Tucker,,"901 BLAIRHILL RD, STE 500",,CHARLOTTE,NC,28217-1518,Full service industrial control system integrator. Machine & process controls. Automated crane positioning and control systems. UL approved control panel shop. Energy monitoring and management systems. Solar farm SCADA (control and monitoring) systems.,Yes,5TUR3,12,119,620499160,1201,Y,USA,Main,1520,http://www.trutegra.com,1990,,,,,,,,"automated cranes, crane controls, crane positioning, PLC control systems, machine control, energy monitoring, energy management, software, industrial controls, AC and DC drives, control systems, control panels",,PLC control systems and panels. AC and DC drive systems. Energy monitoring and management software.,
379,"DIAMOND SPRINGS WATER, INC",,MARTY CONTE,,1840 LINDBERGH ST,,CHARLOTTE,NC,28208-3768,,Yes,35PM4,12,119,121696660,1201,Y,USA,Main,1520,diamondsprings.com,1990,,,,,,,,,,,
380,"ROGERS, LEANNA",,Cleveland  MCCrae,,3309 CRICKETEER DR,,CHARLOTTE,NC,28216-3555,Can preform residential and construction projects.,No,60L76,12,119,363377123,1201,Y,USA,Main,1520,,2010,,,,,LL,,,"Provides commercial and residential utilities, residential projects, property management.",,,
381,HIGHERKEPT BOOKKEEPING LLC ,,Michelle Peterson,,9635 Southern Pine Blvd Ste 134 ,,Charlotte,NC,28273-5558,,No,6ZSU6,12,119,7872452,1201,Y,USA,Main,1520,,2010,,,,,LL,,,"Bookkeeping, Payroll, Accounts Payable, Accounts Receivable, Finance, Operations, Organized Management",,,
382,"Greentek Recycling Solutions, LLC ",,Ethan Gilbert,,5945-B Orr Rd ,,Charlotte,NC,28213-7314,,Yes,75GJ3,12,119,78733083,1201,Y,USA,Main,1520,www.greentekrecycling.com,2012,,,,,LL,,,,,,
383,"King, Ryspodii ",R. King & Associates ,Ryspodii King,,7601 Cedar Point Ln Apt 208 ,,Charlotte,NC,28210-9006,"Sporty King is an author/visionary motivational speaker; partners with organizations to help bridge the gap in generational communication; professional development training programs, creative, interactive and introspective keynote/workshop presentations",Yes,734X9,9,119,79303820,1201,Y,USA,Main,1520,www.sportyking.com,1995,,,,,,,,"speaking, leadership, author, MST, MRT, keynote, seminars, military, schools, colleges, communication, sales, government, insurance, training, laughter, life, motivation, inspiration, education, literacy, poetry",,,
384,"APEX PERFORMANCE, INC",,CHRISTA  L CSOKA,,"200 SOUTH COLLEGE STREET, SUITE 1450",,CHARLOTTE,NC,28202-2012,Peak Performance training is an integrated approach to enhancing individual and organizational performance utilizing advanced feedback technologies. Core services are: Peak Performance Centers; Workshops; Individual Training; Leadership Development.,Yes,35CS6,12,119,176091713,1201,Y,USA,Main,1520,,2005,,,,,SC,,,"Training, Peak, Performance, Mental, Skills, Leadership, Workshops, Feedback Technology, Corporate, Sports, Development, Program, Management, APEX",,,
385,Asia America Corporation ,,John Hornberger,,1301 WESTINGHOUSE BLVD STE I ,,CHARLOTTE,NC,28273-6475,,No,601G3,9,119,180691685,1201,Y,USA,Main,1520,www.asiaamericacorp.com,1982,,,,,,,,,,,
386,AMI Supply Inc ,,Antonio McLean,,3121 HeathStead Pl ,,CHARLOTTE,NC,28210-7133,,Yes,6YYF9,9,119,194723016,1201,Y,USA,Main,1520,,2000,,,,,,,,,,,
387,Beacon MPI LLC ,,Dana Jones,,610 E Morehead St Ste 250 ,,Charlotte,NC,28202-0000,,No,72PY8,9,119,58403426,1201,Y,USA,Main,1520,,2012,,,,,LL,,,,,,
388,"Cuttino, Constance ",,Constance R Cuttino,,9828 Perimeter Station Dr #311 ,,Charlotte,NC,28216-0116,,No,7BKS0,12,119,809237758,1201,Y,USA,Main,1520,,2011,,,,,,,,,,,
389,"Cimtec Automation, LLC ",Cimtec ,Dan Keenan,,3030 Whitehall Prk Dr ,,Charlotte,NC,28273-3334,,Yes,3BTR8,9,119,191464593,1201,Y,USA,Main,1520,http://www.cimtec.com,2001,,,,,LL,,,"computers, monitors, displays, vision systems, network routers, photo sensors, lazer sensors, lazer measurement, 3d inspection",,,
390,Horton Logistics LLC ,,William Horton,,1405 Old Tree Ln ,,Charlotte,NC,28216-2956,,No,7EJ63,12,119,55328765,1201,Y,USA,Main,1520,,2011,,,,,,,,Transportation,,,
hauling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Temperature Control""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,Sinewatts Incorporated ,,Shibashis Bhowmik,,9319 Robert D. Snyder Road #304D ,,Charlotte,NC,28223-0001,,No,6UDK4,12,119,78683713,901,Y,USA,Main,1520,,2011,,,,,,,,"Solar, Electric, Power, Semiconductor, Generation, Converter, Inverter",,,
392,"ARROWOOD LODGING, LLC",FAIRFIELD INN AND SUITES BY MARRIOTT,Danielle  Coufal,,7920 ARROWRIDGE BLVD,,CHARLOTTE,NC,28273-5681,,Yes,5T2L7,12,119,832749589,1201,Y,USA,Main,1520,,2007,,,,,LL,,,,,,
393,TITACS - THORNTON INFORMATION TECHNOLOGY AUDITING & CONSULTING SERVICES INC.,,ABBIE  Thornton,,2135 LIGHT BRIGADE DR,,MATTHEWS,NC,28105-6413,,No,5TEJ2,9,119,19800873,1201,Y,USA,Main,1520,,2002,,,,,,,,,,,
394,LOLA'S RESTAURANT ,,Bruce Stewart,,300 S BREVARD ST STE 4 ,,CHARLOTTE,NC,28202-2349,,Yes,70SF0,12,119,616422221,901,Y,USA,Main,1520,,2011,,,,,,,,,,,
395,"Smartcore, LLC ",,Cara Lear,,5501 77 Center Dr Ste 305 ,,Charlotte,NC,28217-2787,"Our unique approach to integrating Connected Buildings is called SmartSuite, a five-tiered system that encompasses a building's environmental automation, physical security and surveillance, voice and data, virtual collaboration, and digital media.",No,6Z4U2,12,119,831087833,1201,Y,USA,Main,1520,,2008,,,,,LL,,,"System Integrations, Consultants, IP Network, Connected Building, Smart buildings, building automation, physical security, surveillance, voice and data, audio visual, and digital media, digital signage",,,
396,"SOMA CONSULTANTS, INC.",,Julia Exton,,18216 HIDEAWAY RD,,CHARLOTTE,NC,28278-8646,,No,69P83,9,119,27186916,1201,Y,USA,Branch,1520,,2008,,,,,,,,,,,
397,"AMERICAN FENCE & SUPPLY COMPANY, INC.",,Richard Stover,,3605 S TRYON ST,,CHARLOTTE,NC,28217-1629,,Yes,4.30E+11,12,119,41043795,1201,Y,USA,Main,1520,www.americanfenceandsupply.com,1967,,,,,,,,"Fencing, Fences, Gates & Components",,,
398,ADVANCED INSTALLATION SERVICES INC,ADVANCED BONDED BUS RECORDS STORAGE,JUDY  Taylor,,299 DUPREE ST,,CHARLOTTE,NC,28208-2927,,Yes,46Y59,12,119,790316293,1201,Y,USA,Main,1520,https://www.advancedbondedwarehousing.com,1970,,,,,,,,"Warehousing, storage, distribution",,,
399,"ZIPPY ICE, INC. ",,Christine Mackie,,4515 Old Pineville Rd ,,Charlotte,NC,28217-1848,,Yes,649H5,12,119,796969538,1201,Y,USA,Main,1520,www.zippyicecompany.com,2006,,,,,,,,Ice,,,
400,CHIEF SUPPLY CORPORATION,,Kelly R Ragan,"Director of Sales, East",8604 CLIFF CAMERON DR STE 105,,CHARLOTTE,NC,28269-8501,"Chief Supply is a wholesaler/distributor selling supplies/equipment for Fire Rescue, Law Enforcement, EMS, Public Safety, and Survey.",Yes,1VN38,12,119,929305191,1201,Y,USA,Main,1520,http://www.chiefsupply.com,1988,,,,,,,,"Fire, Police, Safety, EMS, First Aid, Survey, Badges",,,
401,"MAXSON AND ASSOCIATES, INC.",,William MAXSON,,11009 DOWNS RD,,PINEVILLE,NC,28134-0000,,Yes,5W2T6,9,119,70622139,1201,Y,USA,Main,1520,,1976,,,,,SC,,,,,,
402,"HPI/GSA-3C, LLC",,Jamie  Ennis,,100 N TRYON ST STE 5500,,CHARLOTTE,NC,28202-4026,,No,3U7C1,12,119,146052548,301,Y,USA,Main,1520,,2000,,,,,LL,,,,,,
403,OCEAN-CHARLOTTE LLC,SHERATON CHARLOTTE AIRPORT HOTEL,Shavonda Funderburk,,3315 SCOTT FUTRELL DR,,CHARLOTTE,NC,28208-3551,,Yes,55F19,12,119,827684486,1201,Y,USA,Main,1520,http://www.sheratoncharlotteairport.com,2007,,,,,LL,,,,,,
404,"Forefront Technology Group, LLC ",,Roy B Cook,,3629 Huntcliff Dr ,,Charlotte,NC,28226-0000,,Yes,77GR6,9,119,79517149,1201,Y,USA,Main,1520,,2014,,,,,,,,"IT, Computer Support, IT Installation, IT Consulting, IT Implementation, IT Planning, Computer Hardware, Computer Software, IT Training, Computer Help Desk, Help Desk Support",,,
405,Twins Transport LLC ,,Cyril Dash,,5806 Prosperity Church Rd Ste A2-200 ,,Charlotte,NC,28269-2206,"Full truckload, Flatbed trucking, Long distance hauling, Short distance hauling",No,76U26,9,119,79149583,1201,Y,USA,Main,1520,,2013,,,,,LL,,,"Flatbed, Dry van, Shipping, Receiving, Traffic",,,
406,"Fire Control Systems Of Charlotte, Inc. ",,Kimberly A Phillips,,1143 Commercial Ave ,,Charlotte,NC,28205-1401,,Yes,0L6G6,12,119,89148613,1201,Y,USA,Main,1520,www.firecontrolsystems.biz,1979,,,,,SC,,,,,,
407,RECP III CHARLOTTE CY LLC,COURTYARD BY MARRIOTT CHARLOTTE,SHERRY  McWherter,,237 S TRYON ST STE C,,CHARLOTTE,NC,28202-0000,,Yes,5JQR3,12,119,828995956,1201,Y,USA,Main,1520,http://www.marriott.com/hotels/travel/cltup-courtyard-charlotte-city-center/,2001,,,,,,,,,,,
408,"PROCESS AND AIR CONDITIONING EQUIPMENT (PACE), INC.",PACE,KIRK C OVERCASH,,1221 AMBLE DR,,CHARLOTTE,NC,28206-1305,"Cooling Tower inspection, repair and upgrade services",Yes,1DUC3,12,119,44444222,1201,Y,USA,Main,1520,http://www.pacewebsite.com,1966,,,,,,,,"COOLING TOWER, BOILER, PUMP, FILTER",,,
409,WADE TECHNOLOGIES LLC,,LISETTE  Rivers,,6808 HIGHBROOK DRIVE,,CHARLOTTE,NC,28212-5810,"Personnel temporary labor; Logistics: Transportation, Analyzing, STAMIS systems, Procurement, Management, Facilities.",No,6H1N8,12,119,968822424,1101,Y,USA,Main,1520,www.wadetechnologiesllc.com,2011,,,,,LL,,,"Woman, Veteran, owned business.",,,
410,LCI CORPORATION INTERNATIONAL,,Sam Habash,,4433 CHESAPEAKE DR,,CHARLOTTE,NC,28216-3412,,Yes,1PXF8,12,119,24479891,1201,Y,USA,Branch,1520,,1960,,,,,,,,,,,
411,Mindstorm Communications Group Inc ,,Jeff S Masilun,,10316 FELD FARM LN STE 200 ,,CHARLOTTE,NC,28210-8482,,No,78ZD6,9,119,4532086,1201,Y,USA,Main,1520,http://www.gomindstorm.com,1999,,,,,,,,,,,
412,NUCLEAR SAFETY ANALYSIS CORP. ,,Shih-Ping Kao,,2411 THOMASHIRE CT ,,CHARLOTTE,NC,28262-4480,,No,78V48,12,119,46614271,1201,Y,USA,Main,1520,,2013,,,,,,,,,,,
413,"Fortalice Solutions, LLC ",Fortalice Solutions ,Theresa Payton,,907 E Worthington Ave ,,Charlotte,NC,28203-5757,,No,743L1,9,119,79383000,1201,Y,USA,Main,1520,,2014,,,,,LL,,,,,,
414,"HELPING WHEELS, INC.",,Stephen D Williamson III,,11236 KINGFISHER DR,,CHARLOTTE,NC,28226-9637,,Yes,4FTB1,9,119,194030313,1001,Y,USA,Main,1520,,2001,,,,,SC,,,W,,,
415,S & E GROUP LLC ,,Schunda Coleman,,6921 Red Bud Cir ,,Charlotte,NC,28214-7154,,No,792K4,9,119,79298947,201,Y,USA,Main,1520,http://www.segroupllc.org/,2012,,,,,LL,,,"Answering Service, Customer Support, Outsourcing, Consulting Services, Crowd Sourcing",,,
416,"Martineau King, PLLC ",,Elizabeth A Martineau,,200 S College St Ste 1550 ,,Charlotte,NC,28202-2012,"Civil litigation, defense law firm",No,6ZGG2,12,119,78679868,1201,Y,USA,Main,1520,www.martineauking.com,2010,,,,,LL,,,"Civil litigation, defense, women owned, veteran owned, AV rated, WBENC certified, NAMWOLF certifed",,,
417,INTERACTIVE KNOWLEDGE INC,,Timothy  J SONGER,,801 CENTRAL SUITE B,,CHARLOTTE,NC,28204-2007,,No,46NL9,12,119,621800069,1201,Y,USA,Main,1520,http://www.interactiveknowledge.com,1991,,,,,SC,,,"educational, web, developer, content management, system, database, kiosk, interactive, Flash",,,
418,ALL IN ONE DRUG TESTING SERVICES ,,ELINA SMITH,,"19501 West Catawba Avenue, Ste 203 ",,Cornelius,NC,28031-4017,"All-in-One Drug Testing Services Provides a wide ranges of drug testing services, Background Screening, Steroid test and more... We Provide: DOT Non-DOT Drug Testing Onsite Drug Testing (NC ONLY) Collection Sites Nationwide",Yes,5G3P9,9,119,5007361,101,Y,USA,Main,1520,http://www.allinonedrugtestingservices.com,2007,,,,,LL,,,"Drug Detection, Steroid Testing, Drug Free Workplace, Laboratory Testing, DNA Testing, Hair Follicle, Background Checks, Drug Test Kits, Testing Supplies, Home Drug Tests, Workplace Drug tests, Family Drug Test, Fight Drug Abuse, Drug Abuse Help","Employee Drug Tests, Drug testing, Urine, Clinical Laboratory, Random, Drug Counseling, Alcohol Counseling, Teen Prevention, Family Counseling, Drug Surface Test, alcohol testing",Drug Testing and Alcohol Kits Breathalyzer,
419,"GORTECH, LLC ",,John Gorniak,,17119 Hedgerow Park Rd. ,,Charlotte,NC,28277-6661,,No,7EV66,9,119,79552546,1201,Y,USA,Main,1520,,2014,,,,,LL,,,,,,
420,TIZZERTS ,,Elizabeth Benson,,4245 PARK RD ,,CHARLOTTE,NC,28209-2231,,Yes,71NF1,9,119,52985179,1201,Y,USA,Main,1520,,1995,,,,,SC,,,,,,
421,"SFI Electronics, LLC ",Universal Protection Security Systems ,JAMES HAUN,,400 Clanton Rd Ste A ,,Charlotte,NC,28217-1363,,Yes,46880,12,119,89156830,1201,Y,USA,Branch,1520,http://www.upss-east@universalpro.com,1977,,,,,,,,,,,
422,Infinite Software Resorces LLC ,,Parathazathel Mohanan,President,3020-1 Prosperity Church Rd 256 ,,Charlotte,NC,28269-7197,"ISR provides the following services for its clients, IT Consulting Services, Engineering Services and Training Services. IT Consulting Services: Staffing,Program/Project Management,Call Center Support,IT Project Support, Web Design/Development.",No,1MY33,9,119,53691320,1201,Y,USA,Main,1520,http://isrllc.com,1998,11/19/2001,11/19/2010,,,LL,11/19/2001,8/24/2012,"Computer, Consulting, Placement, Projects, Recruitment, Software, Staffing",,ISR has an e-learning product called e-ResourceLearningTM. The following products offered are: Training - e-ResourceLearningTM Conferences - e-ResourceLearningTM,
423,JONES CONSULTING GROUP,,RENEE  JONES,,1914 JN PEASE PL,,CHARLOTTE,NC,28262-4504,,Yes,63XE4,12,119,963667659,1201,Y,USA,Main,1520,http://www.thejonesconsultingteam.com,2010,,,,,,,,,,,
424,Coherent Marketing Group LLC ,,James  Brown,,10541 Plantain Ct ,,Charlotte,NC,28213-4832,,Yes,73G18,12,119,79343228,1201,Y,USA,Main,1520,,2013,,,,,LL,,,,,,
425,"Integrated ID Systems, Inc. ",,Patricia A Cosmo,,1150 CREWS RD STE E ,,MATTHEWS,NC,28105-7586,"Innovative products, security expertise and high quality services make Integrated ID Systems a leading provider of identification solutions and accessories.",Yes,3TPG8,9,119,805836533,1201,Y,USA,Main,1520,http://www.integratedid.com,1990,,,,,,,,"Identification, Badges, ID Printers, Smartcards, Scanners, Fargo, Imageware, ID Card, HSPD-12, Photo ID Card, PVC Printer, ID Printing Service, Strap Clip, Pin Holder, Badge Adapter, Badge Clip, Credentials, Badge Printer, Photo Identification, Lanyards","Badge Wallets, Badge Holder, ID Badge, ID Software, Barcode",Fargo Printers FIPS 201 HID DESFire Cards FIPS 201 HID iCLASS Cards ImageWare Interoperable PIV Solution Strap Clips Lanyards,
